RSI;RSI_60;call_buy_count:1_mln;call_buy_count:300_k;call_buy_count:500_k;call_sell_count:1_mln;call_sell_count:300_k;call_sell_count:500_k;candle_pattern:15_min;candle_pattern:1_day;candle_pattern:60_min;change;close;elem_id;ma_rating;ma_rating:15_min;ma_rating:1_day;ma_rating:60_min;mom;mom:1_day;order_call_buy_otm_count_pct;order_call_sell_otm_count_pct;order_put_buy_otm_count_pct;order_put_sell_otm_count_pct;order_sweep_count_pct:long;order_sweep_count_pct:short;os_rating;os_rating:15_min;os_rating:1_day;os_rating:60_min;premium;premium_bs_diff;premium_bs_diff_percentage;premium_bs_diff_sentiment;price_earnings_ttm_1d;price_target:1_year;put_buy_count:1_mln;put_buy_count:300_k;put_buy_count:500_k;put_sell_count:1_mln;put_sell_count:300_k;put_sell_count:500_k;recommendation_mark;rsi:15_min;rsi:1_day;rsi:60_min;sector;symbol;tech_rating;tech_rating:15_min;tech_rating:1_day;tech_rating:60_min;volume_change:15_min;volume_change:1_day;volume_change:60_min
72.87;53.790000915527344;0;11;5;1;7;4;"[""Engulfing.Bearish""]";"[""Engulfing.Bearish""]";[];-1.4199999570846558;214.0800018310547;pscrt1;0.800000011920929;-0.12999999523162842;0.800000011920929;0.27000001072883606;12.8;12.800000190734863;7.0;72.0;100.0;100.0;51.0;23.0;-0.27000001072883606;-0.09000000357627869;-0.27000001072883606;-0.09000000357627869;12606499;1359699;10.79;1327699;23.595802307128906;200.05999755859375;0;0;0;0;0;0;1.7899999618530273;43.47999954223633;72.87000274658203;53.790000915527344;Technology Services;IBM;0.25999999046325684;-0.10999999940395355;0.25999999046325684;0.09000000357627869;12.1899995803833;-25.969999313354492;-39.81999969482422
